Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,Yes,0,Not Graduate,No,1763,1335,20.0,360.0,1.0,Urban,Y
Male,No,0,Not Graduate,No,1500,481,153.0,120.0,1.0,Urban,N
Female,No,0,Graduate,No,3955,1565,185.0,360.0,1.0,Semiurban,Y
Female,No,0,Graduate,No,7292,0,171.0,360.0,0.0,Semiurban,Y
Male,Yes,0,Graduate,No,10063,0,133.0,360.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,Yes,7346,3958,255.0,300.0,,Rural,Y
Male,Yes,2,Graduate,No,1500,0,162.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,4303,0,171.0,360.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,5770,4774,213.0,360.0,1.0,Rural,Y
Male,Yes,2,Graduate,No,5533,4851,165.0,360.0,1.0,Rural,N
Male,Yes,2,Graduate,No,6618,2792,77.0,360.0,1.0,Semiurban,Y
Male,No,3+,Graduate,No,2249,362,20.0,360.0,1.0,Semiurban,Y
Male,Yes,,Graduate,No,5195,901,107.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,6261,0,193.0,360.0,0.0,Semiurban,N
Male,Yes,0,Not Graduate,No,7477,0,115.0,,1.0,Rural,Y
Male,Yes,0,Graduate,No,2583,0,196.0,360.0,0.0,Urban,Y
Male,Yes,0,Graduate,No,3965,0,150.0,240.0,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,1500,0,230.0,360.0,1.0,Urban,Y
Male,Yes,3+,Graduate,No,3136,0,119.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,3427,2049,173.0,360.0,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,1941,2086,175.0,360.0,1.0,Urban,Y
Female,Yes,,Not Graduate,No,5497,5752,245.0,240.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4832,0,21.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,1500,2240,108.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,5647,2282,199.0,360.0,1.0,Urban,Y
Male,Yes,3+,Graduate,No,2215,865,248.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,6457,3361,157.0,300.0,1.0,Rural,Y
Male,No,2,Graduate,No,1500,3438,120.0,,1.0,Semiurban,Y
Male,No,1,Graduate,Yes,5090,2319,193.0,360.0,1.0,Urban,Y
Male,No,0,Not Graduate,Yes,4151,861,201.0,120.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,5909,606,115.0,120.0,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,5374,0,163.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,4235,0,223.0,360.0,1.0,Rural,Y
Male,Yes,3+,Not Graduate,No,1500,0,272.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,1500,0,192.0,120.0,1.0,Semiurban,N
Male,Yes,1,Graduate,No,3248,2600,143.0,,1.0,Rural,Y
Male,No,2,Not Graduate,No,4975,4492,136.0,360.0,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,3175,0,179.0,180.0,1.0,Rural,Y
Male,No,0,Graduate,No,6876,2209,132.0,360.0,1.0,Rural,Y
Male,No,,Graduate,No,4162,0,153.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2105,738,66.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,4166,0,231.0,240.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,5678,3005,60.0,360.0,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,5975,0,110.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,10635,4029,147.0,360.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,2993,886,279.0,120.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,4780,0,110.0,120.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,6278,0,93.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,4930,2133,101.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3498,3738,256.0,240.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,1500,2183,20.0,120.0,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,3467,7097,70.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,1779,5074,331.0,360.0,1.0,Semiurban,N
Male,No,0,Graduate,No,1500,731,181.0,240.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,2613,705,63.0,300.0,1.0,Urban,N
Male,No,2,Graduate,No,1859,2674,137.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,6751,0,145.0,360.0,1.0,Urban,Y
Female,No,0,Graduate,No,6803,4416,199.0,360.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,2288,2404,269.0,180.0,0.0,Semiurban,Y
Male,Yes,,Graduate,No,4219,2141,167.0,360.0,0.0,Semiurban,Y
Male,No,0,Graduate,Yes,1500,3217,102.0,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,3517,5807,195.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,6197,1927,91.0,240.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,7475,1217,68.0,240.0,1.0,Rural,Y
Male,No,2,Graduate,No,2861,5272,20.0,300.0,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,8156,3919,30.0,,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,1500,698,77.0,180.0,1.0,Urban,Y
Male,No,3+,Graduate,No,1500,1513,58.0,180.0,1.0,Urban,Y
Female,No,0,Graduate,No,7129,1988,162.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,No,10013,2405,56.0,360.0,1.0,Urban,Y
Female,Yes,3+,Graduate,No,6480,0,20.0,300.0,1.0,Rural,Y
Male,No,0,Graduate,No,4879,0,,,1.0,Urban,Y
Male,Yes,1,Graduate,No,1500,0,107.0,360.0,1.0,Urban,Y
Male,No,2,Not Graduate,Yes,1500,0,98.0,360.0,0.0,Urban,N
Female,Yes,0,Graduate,No,5388,0,246.0,360.0,1.0,Urban,Y
Male,No,0,Not Graduate,No,3926,3087,97.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1682,1078,202.0,120.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,5197,1991,139.0,360.0,0.0,Semiurban,Y
Male,No,0,Graduate,No,5345,0,137.0,180.0,,Urban,Y
Male,Yes,0,Graduate,No,7833,346,82.0,360.0,1.0,Urban,Y
Female,No,2,Not Graduate,No,5410,2968,136.0,360.0,1.0,Urban,Y
Male,Yes,3+,Graduate,No,8685,2987,86.0,180.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,5024,0,152.0,360.0,1.0,Urban,Y
,Yes,0,Graduate,No,4654,1904,123.0,360.0,0.0,Rural,Y
,Yes,0,Graduate,No,8193,6997,74.0,120.0,1.0,Urban,Y
,Yes,0,Graduate,No,2065,1456,209.0,360.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,13443,0,170.0,360.0,1.0,Urban,N
Male,Yes,3+,Graduate,No,6126,1066,109.0,,1.0,Rural,Y
Female,No,0,Not Graduate,No,6142,1730,150.0,300.0,,Semiurban,Y
Male,No,0,Graduate,No,6575,1122,134.0,,1.0,Urban,Y
Female,No,2,Graduate,No,10631,1422,79.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,7378,0,145.0,300.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,1500,0,97.0,360.0,0.0,Urban,N
Male,Yes,0,Not Graduate,No,9210,1127,74.0,360.0,1.0,Urban,Y
Female,No,1,Graduate,No,3977,1087,26.0,360.0,0.0,Rural,Y
Male,No,2,Graduate,No,5321,85,115.0,360.0,,Urban,Y
Male,Yes,0,Graduate,Yes,1500,1057,180.0,360.0,1.0,Semiurban,N
Male,,3+,Not Graduate,No,6579,1653,91.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,3046,3724,316.0,360.0,1.0,Rural,Y
Male,Yes,2,Graduate,Yes,5301,1252,202.0,360.0,1.0,Urban,Y
Male,Yes,,Graduate,No,4148,2498,231.0,,1.0,Semiurban,Y
Female,,0,Graduate,Yes,10775,146,196.0,360.0,1.0,Semiurban,Y
Male,No,,Graduate,No,10947,2930,270.0,360.0,1.0,Urban,N
Male,No,0,Graduate,No,5140,2439,85.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,5192,3665,20.0,120.0,0.0,Rural,Y
Male,Yes,2,Not Graduate,No,3880,3284,109.0,360.0,0.0,Semiurban,N
Male,No,0,Graduate,Yes,8318,2972,179.0,360.0,0.0,Urban,Y
Female,,2,Graduate,No,4013,1254,151.0,360.0,1.0,Urban,Y
Male,Yes,3+,Graduate,Yes,3736,2112,159.0,180.0,0.0,Semiurban,Y
Male,,1,Not Graduate,No,7936,4159,232.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3385,0,167.0,120.0,0.0,Rural,N
Male,Yes,2,Graduate,Yes,4887,0,196.0,360.0,1.0,Urban,Y
Female,No,0,Graduate,No,1500,1954,74.0,,1.0,Semiurban,Y
Male,Yes,1,Graduate,Yes,7113,2538,63.0,120.0,0.0,Urban,Y
Male,No,2,Graduate,No,10823,0,253.0,360.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,7164,1313,147.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,9385,1265,,300.0,1.0,Urban,Y
,No,0,Graduate,No,2462,0,97.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,5709,951,95.0,360.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,2171,1107,90.0,360.0,0.0,Semiurban,Y
Male,No,0,Graduate,No,4317,1099,50.0,360.0,0.0,Urban,Y
Male,No,0,Graduate,No,7317,5040,35.0,180.0,0.0,Semiurban,Y
Male,Yes,0,Graduate,No,5305,0,,360.0,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,1500,0,98.0,300.0,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,1500,0,218.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,1500,298,161.0,300.0,1.0,Rural,N
Male,Yes,1,Graduate,No,6474,511,159.0,180.0,1.0,Rural,Y
Male,Yes,1,Graduate,No,11192,225,88.0,300.0,1.0,Rural,Y
Female,No,0,Not Graduate,No,9087,4269,132.0,360.0,,Semiurban,Y
Male,No,0,Not Graduate,No,1500,3652,165.0,360.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,9263,1695,190.0,360.0,,Rural,Y
Male,No,3+,Graduate,No,7809,573,133.0,360.0,1.0,Urban,Y
Male,No,1,Graduate,No,1500,4065,216.0,360.0,,Semiurban,Y
Male,No,3+,Graduate,No,4090,1451,141.0,120.0,1.0,Urban,Y
Male,No,3+,Graduate,No,8287,0,195.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,6651,0,106.0,180.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,1500,397,20.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,6832,3387,159.0,300.0,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,No,1500,7191,191.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,4332,1654,180.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,8414,0,170.0,180.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,5055,0,116.0,180.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,3503,2880,84.0,120.0,1.0,Urban,N
Male,Yes,2,Graduate,No,7668,0,179.0,300.0,1.0,Rural,Y
Male,No,0,Not Graduate,No,7924,2876,170.0,360.0,0.0,Rural,Y
Male,No,3+,Graduate,Yes,8930,3544,101.0,180.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,7623,2591,218.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,8244,951,78.0,360.0,1.0,Rural,Y
Male,Yes,2,Graduate,,7199,2912,99.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,5797,1927,255.0,360.0,1.0,Urban,Y
Male,No,,Graduate,No,5269,0,201.0,360.0,0.0,Rural,Y
Male,Yes,1,Not Graduate,,4288,6126,115.0,120.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,1500,621,160.0,360.0,1.0,Semiurban,N
Male,Yes,0,Graduate,Yes,2134,3439,151.0,300.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,4154,0,20.0,360.0,1.0,Semiurban,Y
Male,No,1,Not Graduate,No,5724,4691,77.0,360.0,0.0,Urban,N
Male,Yes,0,Graduate,No,9322,5172,136.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,4875,1575,115.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,8010,2897,157.0,360.0,1.0,Semiurban,Y
Male,,0,Graduate,No,8238,2896,219.0,360.0,1.0,Rural,Y
Male,No,2,Graduate,No,4306,0,117.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,6784,2868,66.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,4269,0,163.0,120.0,1.0,Urban,Y
Female,Yes,3+,Graduate,No,8966,0,117.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,Yes,6908,4317,129.0,180.0,0.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,1500,3937,120.0,180.0,1.0,Rural,Y
Male,No,0,Not Graduate,Yes,5485,0,297.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,9944,0,20.0,360.0,1.0,Urban,Y
Female,Yes,1,Graduate,No,4456,0,113.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,6343,3332,140.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,6638,0,85.0,,1.0,Rural,Y
Male,Yes,0,Graduate,No,1890,2392,203.0,300.0,1.0,Urban,Y
Female,Yes,2,Graduate,No,6532,3367,197.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1500,1279,137.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,3123,4025,121.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,No,8227,739,132.0,360.0,1.0,Rural,Y
Male,No,3+,Graduate,No,6070,965,133.0,360.0,1.0,Rural,Y
Male,No,,Not Graduate,No,4087,0,135.0,360.0,1.0,Urban,Y
Male,Yes,1,Graduate,Yes,6339,4043,127.0,300.0,1.0,Rural,Y
Male,Yes,1,Not Graduate,No,4820,0,158.0,360.0,0.0,Semiurban,Y
Female,No,0,Graduate,No,5038,2374,193.0,360.0,1.0,Urban,Y
Female,,0,Graduate,No,6970,1322,54.0,360.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,2818,0,66.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,5121,0,20.0,240.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,4063,4957,201.0,240.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,1500,2004,158.0,240.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,2239,0,175.0,360.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,9705,2263,40.0,360.0,1.0,Semiurban,Y
Female,No,0,Graduate,No,6154,1135,265.0,120.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,1500,10135,97.0,360.0,1.0,Semiurban,Y
Male,No,3+,Graduate,No,1500,2213,152.0,360.0,0.0,Rural,N
Male,Yes,3+,Graduate,No,4664,548,200.0,360.0,0.0,Rural,Y
Male,Yes,3+,Graduate,No,9684,5050,71.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,4440,0,102.0,240.0,1.0,Rural,Y
Male,No,0,Graduate,No,8921,1736,153.0,360.0,1.0,Urban,Y
Male,,0,Not Graduate,No,6056,6486,340.0,300.0,1.0,Rural,Y
Male,No,0,Graduate,No,6414,1210,161.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,1500,0,252.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,No,7813,510,224.0,360.0,0.0,Urban,Y
Male,Yes,3+,Not Graduate,No,3995,5136,166.0,360.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,7589,2440,71.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,2557,0,214.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,5531,0,35.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,6056,101,252.0,240.0,0.0,Semiurban,Y
Female,Yes,2,Graduate,No,4538,2403,154.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,6214,4845,20.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,4201,4131,116.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,3053,2640,186.0,180.0,1.0,Urban,Y
Male,No,0,Graduate,No,9816,0,123.0,360.0,1.0,Rural,Y
Male,No,1,Graduate,No,8147,0,,360.0,,Semiurban,Y
Male,Yes,0,Graduate,No,2717,2833,80.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,6705,0,49.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,2772,936,135.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,1500,2260,142.0,360.0,1.0,Urban,Y
Female,Yes,2,Not Graduate,No,8101,0,116.0,300.0,1.0,Urban,Y
Male,,0,Graduate,No,1500,0,226.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,7781,1265,80.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,4242,2759,162.0,360.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,4365,4154,145.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,6229,3018,31.0,360.0,,Rural,Y
Male,No,1,Graduate,No,6744,1684,48.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,Yes,2521,0,141.0,360.0,0.0,Urban,Y
Male,No,0,Not Graduate,No,7153,0,279.0,360.0,1.0,Urban,Y
Female,Yes,2,Not Graduate,No,5340,223,181.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1500,2525,20.0,240.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4490,2342,20.0,360.0,1.0,Rural,Y
Male,Yes,1,Graduate,No,9144,0,191.0,360.0,1.0,Urban,Y
Male,No,3+,Graduate,No,10030,0,133.0,300.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,7152,4511,220.0,180.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1500,1698,,360.0,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,6472,0,165.0,240.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,7553,7390,,360.0,1.0,Urban,Y
Female,No,1,Graduate,No,7177,1428,109.0,360.0,1.0,Rural,Y
Male,Yes,1,Graduate,No,7355,2461,110.0,180.0,0.0,Semiurban,Y
Male,No,,Graduate,No,6090,2499,142.0,120.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,4783,581,178.0,360.0,1.0,Urban,Y
Male,No,1,Graduate,No,3175,0,139.0,360.0,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,1500,6804,208.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,6019,4008,108.0,,1.0,Rural,Y
Female,No,0,Graduate,Yes,5558,3555,47.0,300.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,6673,2941,278.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,1500,0,98.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,6935,4694,100.0,360.0,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,11164,0,135.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,5235,2208,145.0,360.0,0.0,Semiurban,Y
Female,Yes,1,Graduate,No,4815,0,113.0,300.0,1.0,Rural,Y
Male,No,0,Graduate,Yes,5927,0,139.0,360.0,1.0,Rural,Y
Male,Yes,2,Graduate,No,11097,2296,137.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,1929,0,152.0,360.0,1.0,Rural,Y
Male,No,2,Not Graduate,No,5610,0,20.0,360.0,0.0,Rural,Y
Male,No,0,Graduate,Yes,2601,2852,272.0,360.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,3359,6800,130.0,360.0,1.0,Rural,Y
Male,Yes,1,Graduate,,4851,4974,181.0,360.0,1.0,Rural,Y
Male,Yes,3+,Graduate,Yes,9042,857,44.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,10403,1522,107.0,240.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,6344,3719,93.0,360.0,0.0,Semiurban,N
Male,,1,Graduate,No,3870,4305,243.0,360.0,1.0,Rural,Y
Male,No,1,Graduate,No,12478,641,99.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,3717,1585,193.0,360.0,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,3287,2252,94.0,300.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1500,2885,108.0,360.0,0.0,Semiurban,Y
Male,Yes,3+,Graduate,No,9188,1167,123.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,7905,1200,230.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,12253,4950,20.0,300.0,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,1500,4524,,360.0,1.0,Rural,Y
Female,No,0,Graduate,No,9375,2694,20.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,5210,5798,64.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,7418,534,83.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1500,5557,27.0,240.0,1.0,Urban,Y
Male,No,0,Graduate,No,9404,2856,89.0,360.0,1.0,Rural,Y
,Yes,0,Graduate,No,7360,9678,20.0,360.0,1.0,Urban,Y
Male,Yes,2,Graduate,No,4883,0,69.0,360.0,1.0,Rural,Y
Male,No,1,Graduate,No,6935,0,224.0,240.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,2704,2547,168.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,3262,2493,153.0,360.0,1.0,Rural,Y
